11.789961,9.058710
3.397207,8.878997
13.824786,10.049988
2.490650,8.778272
10.383979,9.855004
8.301966,10.753178
13.441923,10.143740
7.387157,10.260063
13.665678,9.745893
6.066839,9.445610
6.547803,10.177761
7.710392,9.461622
17.395079,10.274622
14.264477,10.915087
13.391297,11.720836
7.008418,8.624819
15.870872,8.574166
11.838632,11.144285
8.917096,9.965794
10.662126,8.110075
8.818790,8.568539
8.657025,10.942290
9.708747,11.091774
11.793942,11.731910
8.278754,10.847697
10.924596,10.903716
12.052115,11.061732
10.520101,7.776092
11.022302,10.555764
12.094614,9.517485
10.520509,9.498395
9.528659,10.346521
8.829240,9.992253
11.909229,10.940206
7.830692,11.234724
13.589996,11.171887
7.830129,11.043663
14.483107,10.669317
7.322455,9.790440
10.275402,10.163887
8.872764,10.125524
12.117029,9.091783
11.590805,10.849986
12.627139,9.373658
12.303258,10.128263
8.610060,11.727913
15.700193,11.248240
7.609079,9.474766
4.319214,12.064853
9.256918,10.254729
10.462547,9.848668
11.057184,11.129715
10.443236,11.065971
8.171746,12.693904
5.604085,10.455007
13.238765,10.311396
8.627720,9.369535
7.398287,12.709128
3.713589,9.936471
12.143448,8.868683
2.899254,8.968123
4.232153,9.206888
4.982192,10.085519
10.156313,10.238452
12.400601,9.197742
16.330986,9.396751
6.538636,9.073575
4.666338,10.054187
15.330033,9.169722
9.931478,9.492916
8.521922,10.185709
12.213946,9.858205
9.323122,10.780876
4.868098,10.745613
7.581363,10.445316
14.149528,10.408160
9.078564,10.601247
6.741151,10.735630
8.431384,9.413599
7.008846,12.436615
13.015191,10.037098
5.263136,10.917837
1.659327,10.067252
4.701543,7.921669
5.966248,10.543178
9.840871,9.848879
8.345638,11.334000
10.801736,10.677657
6.442389,9.894495
5.047816,10.154286
9.286685,9.994443
11.920584,10.770254
10.951216,9.091047
3.176521,9.827112
12.375359,8.872398
0.530509,9.611804
0.416021,11.349103
0.859786,12.023749
-1.554771,9.895557
-3.099232,5.761290
-9.178216,9.770318
-2.510536,4.158946
0.169499,9.582941
-4.919813,9.695279
-1.463380,4.598286
-2.497594,8.681510
-4.723874,8.422523
-0.394219,8.422792
-7.226931,8.179777
-4.500376,7.775124
-2.363326,3.556618
-1.964849,3.457799
-0.476519,11.108535
-4.558486,8.850022
-1.501535,10.341092
-4.308979,6.188363
-2.728712,7.463011
-2.481033,6.652577
-3.145593,7.298268
-2.910634,9.052843
-2.967306,5.424559
-6.278453,9.080688
-2.770949,4.307588
-2.772399,12.910869
-4.807733,6.967582
-4.727985,11.855630
-8.429072,9.010930
-1.790875,10.212855
-3.773960,7.376650
-4.880540,9.674287
-3.585351,6.025407
-1.803683,2.326367
-3.701939,4.622545
-4.324572,7.981484
-3.473562,7.435803
-3.923088,8.242589
-5.294247,8.336277
-3.815822,7.802086
-2.861306,7.838777
-4.449233,10.120604
-2.569117,5.841078
-4.045754,11.308848
-5.142735,9.996394
-6.425602,7.977973
-1.680582,5.757283
-2.760741,5.960095
-3.570387,4.020191
-4.345639,9.392385
-4.747871,11.171035
-1.421282,2.542121
-7.156953,10.570388
-2.114951,4.529697
-1.075428,4.970554
-3.399360,8.092742
-2.521521,8.947561
-3.348357,6.791269
-3.024337,8.421957
-0.158154,8.735985
-3.957053,5.440831
-2.200994,6.284627
-4.530154,7.376993
-1.873742,3.642755
-2.474782,8.283560
-1.700114,8.063466
-4.264462,6.640628
-2.281212,9.376068
-3.498380,5.214232
-2.696536,10.104513
-3.582108,7.169159
-2.834215,9.985890
-4.943548,7.461297
-1.944680,6.206763
-1.881269,6.463982
-5.601965,7.848681
-3.981477,7.674633
-4.169242,10.301457
-2.261849,4.576086
-2.666824,6.664230
-5.242203,9.542542
-2.649364,4.683296
-3.241146,4.628414
-1.854137,4.887939
-3.701946,10.189432
-4.470955,6.747838
-3.374813,7.719133
-3.597825,8.279852
-4.112061,8.357033
-3.424694,4.154064
-2.887388,9.979227
-5.192687,8.408082
-4.777458,11.056540
19.484729,8.595488
3.776425,0.185316
